"","PID","content","created_at","nick_name","authentication","brief_introduction","city","tweets_num","vip_level","Vtag","Account","fans_num","follows_num","gender","labels","province","sentiment","sex_orientation","user_id","crawl_time_x","like_num","repost_num","comment_num","origin_weibo","geo_info","birthday"
"1136","w_54048","#全球战疫总动员# 【美国国家情报局：新冠病毒非人造 VS 特朗普：我看过证据，但不能告诉你】4月30日美国国家情报局发表声明，称新冠病毒不是人造，也未经过基因改造。不过特朗普还在继续他的炒作，声称看过新冠病毒疫情来自中国实验室的证据，但却什么细节也给不出来[费解]（via：Giles Gibson）...全文转发理由:我突然发现他这个人好有意思啊[费解]",2020-05-02 11:53:00,"陌上零柯",NA,"行踪不定(●°u°●)​」",NA,591,"未开通",NA,NA,15873,247,"女",NA,"河北",NA,NA,"7b51373c93a16edd",1609117497,21,0,1,"IFRZi3da0",NA,"处女座"
"1137","w_74844","#佩洛西称新冠病毒为特朗普病毒#【特朗普疫情简报会上又说了4次“中国病毒”，佩洛西：说实话，这就是“特朗普病毒”！】“事实上，很明显，这是‘特朗普病毒’。”  当地时间21日，特朗普时隔近3个月第一次出席的白宫疫情简报会刚结束，“老对手”佩洛西就在接受美国有线电视新闻网（CNN）直接炮轰这...全文转发理由:无法反驳",2020-07-22 17:18:00,"黄色蒲公英2019",NA,"你的每一个选择都将定义你 your decisions define you","海淀区",1412,"未开通",NA,NA,122,111,"女","新闻趣事,微博奇葩,搞笑幽默","北京",NA,NA,"4dce565d5ce42e95",1608361865,0,0,0,"JclcIBIow",NA,"0001-00-00"
"1138","w_74326","#八闽青心共战疫#【美疾控中心称：纽约流行毒株与中国毫无关系】美国疾控中心17日发布报告说，特朗普早在2月2日就匆忙发布对中国游客的入境禁令，可直到3月13日才宣布对欧洲国家实行入境限制，但到3月8日，新冠病毒早就开始在纽约市的社区传播。此外，报告还揭示了一个发现：纽约市流行的毒株与中国武汉毫不相干。           ——中医学院防控疫情青年预备队（宣）@共青团福建省委",2020-07-20 17:37:00,"fjtcm中医学院两委",NA,"中医资讯全天候","福州",5670,"未开通",NA,NA,1660,1037,"男","文艺,新闻资讯,健康","福建",NA,NA,"916886fc55d600ae",1609055522,0,0,0,NA,NA,"0001-00-00"
"1139","w_62726","特朗普宣称美国感染人数世界第一是因为美国的检测数量全球最大，因此这是美国的“荣誉勋章”。真是把老胡又给惊着了，我看也把整个中国互联网给惊着了。吃羟氯喹，教人们注射消毒剂杀死体内病毒，然后又把150多万感染者当“荣誉勋章”挂在自己的胸前，这位美国总统真是给西式民主做了满格爆棚的代言啊...全文转发理由:西方所谓的言论自由就是随性乱说一通？不解[黑线]",2020-05-20 14:16:00,"老邓家的秋",NA,"珍惜身边的每个亲人和朋友",NA,1199,"未开通",NA,NA,167,1138,"男","视频电影,IT科技,双鸭山生活","黑龙江",NA,NA,"2da78af0e497f63b",1608466204,0,0,0,"J2MWKz6eB",NA,"1985-09-20"
"1140","w_78659","【美国大选看义乌？[吃瓜]】日本东京电视台最近跑来浙江义乌附近，采访了做美国总统竞选物料的厂家。厂家表示，从美国来的订单没有受新冠病毒的影响而减少，反而变多了。目前所接订单里面，还是特朗普方面的物料比较多，拜登的新商品几乎没有。（TV Tokyo @侠客岛 ） 转发理由://@Albert-轩:这就是他们说的中国干涉美国大选[doge]",2020-08-18 18:42:00,"戴珍珠耳环的Doge",NA,"我相信，我这样一个内心纯屌丝性格接地气的女子，总有一天，会有一个高大威猛重口味的纯爷们驾着七彩云唱着最炫民族风来娶我。","昆明",7740,"未开通",NA,NA,454,1519,"女",NA,"云南",NA,NA,"31586cf50b807a67",1608874850,0,0,0,"JguO39qG7",NA,"1993-11-05"
"1141","w_39766","【#特朗普宣布停止资助WHO#】美国总统特朗普14日在白宫新冠疫情简报会上宣布，要求行政部门停止对世界卫生组织（WHO）的资助。特朗普称，“没有其他选项，唯有此途”。特朗普批评WHO在疫情刚开始给全世界错误指导，让很多国家没有及时关闭国境，实施对中国大陆的旅行限制，导致疫情大流行。（人民日报）http://t.cn/A6wxG3oV转发理由:.大胆！",2020-04-15 10:19:00,"用户6835616977",NA,"你好！专业房屋改造，加层，拆除，装修，土建，现浇楼板，钢构阁楼，顶棚制作，水电安装，防水补漏。竭诚为你服务，微信同号电1517158107欢迎骚扰！",NA,473,"未开通",NA,NA,60,552,"男",NA,"重庆",NA,NA,"4069cff21f46f9d8",1590166736,0,0,0,"IDoKWhDkG",NA,"1986-06-25"
"1142","w_19810","【白宫疫情专家：#特朗普对中国的指责不符合事实# 但我拦不住[微风]】在美国白宫疫情记者会现场，特朗普身旁总是站着美国顶级传染病专家安东尼·福奇。当地时间22日，福奇接受采访时表示，对特朗普甩锅中国的某些表态无法认同，“但我总不能到麦克风前把他推下去吧。（只能）让我们试着下次纠正了。” http://t.cn/A6zFpTB2转发理由:但我拦不住[允悲][允悲][允悲][允悲]",2020-03-24 10:55:00,"M筱婉M",NA,"💎💎就是个 喜欢好看的小哥哥小姐姐的吃土追星女孩啊^o^ EXO seventeen 都是我的！","大连",5513,"3级",NA,NA,302,377,"女","娱乐","辽宁",NA,NA,"631ae836c7343048",1587965744,0,0,0,"IA3vqp4UO",NA,"1997-11-10"
"1143","w_13952","#主播说联播#【#改名也改不了美国防控不力的事实#】李梓萌：世卫组织的原则是，病毒命名不允许跟任何一个地方、国家、民族、群体挂钩，就是要拒绝污名化；全中国人民付出巨大代价为世界争取了抗击疫情的宝贵时间，是美方自己挥霍浪费掉了。美国政府一直宣称给中国援助资金和物资，我们的态度也很清楚：没收到，也不需要了。 http://t.cn/A6zm96rC转发理由:[挖鼻][挖鼻][挖鼻]特朗普病毒",2020-03-21 08:36:00,"那年夏天Teuk1004",NA,"나는 ELF",NA,2534,"5级",NA,NA,71,168,"男","名人明星","海外",NA,NA,"9dbde8995d9c43c2",1590201005,0,0,0,"IzxwKcynT",NA,"1998-05-28"
"1144","w_44856","#胡侃# 特朗普总统一口咬定中国的低死亡率“不可能”，他是不是没见过世面啊？在老胡和很多中国人看来，美国在新冠病毒面前的表现，不堪一击得就像原始社会一样。美国的执政精英群体严重失职和渎职，即使美国法律追究不了他们，历史也将对他们进行审判。 胡锡进的微博视频 转发理由:等看特浪噗什么时候彻底崩溃//@环球时报:不客气地说，美国抗疫的组织和中国完全不在一个水平上。美国的执政精英群体存在严重的失职和渎职，即使美国法律追究不了他们，历史也将对他们进行审判。",2020-04-20 00:24:00,"SeiraHayashi",NA,"脾气像公公的太后，没名气的BJD娃妈，伸手党死全家。","广州",8312,"7级",NA,NA,132,487,"女","芭蕾,三次元退散,80后","广东",NA,NA,"2a1e91ab76dfc9b4",1587837470,0,0,0,"IE66NbBI1",NA,"天秤座"
"1145","w_81111","【特朗普联大演讲提及中国11次，没一句“好话”】  在9月22日的联合国大会上，特朗普通过视频发表讲话，上来就一句“中国病毒”作为开场词，在疫情、环境保护和贸易议题上无端攻击中国。   仅仅7分钟的发言中，他一共提及中国11次，没一句“好话”。   对于特朗普的污蔑抹黑，中国驻联合国代表张军大使...全文转发理由:我的眼里只有你",2020-09-23 12:34:00,"潜力股张某某90",NA,"嵯峨浩荡，鲲鹏激浪。",NA,12222,"未开通",NA,NA,1684,688,"男",NA,"河北",NA,NA,"3cddefefd01d7dcf",1609056396,0,0,0,"JlWnx31rT",NA,"1990-07-06"
"1146","w_36762","【#美国新冠病毒感染病例超过49万#】据美国约翰斯·霍普金斯大学实时监测系统显示，截至美东时间4月10日下午6点，美国已经至少有新冠病毒感染病例492240例，其中包括死亡病例18350例。与大约24小时前相比，#美国确诊病例至少新增37936例#，死亡病例至少增加了2083例。 在当天举行的白宫记者会上，美国总统特朗普表示，疫情在美国造成的死亡人数最终可能大大低于此前模型预测的10万人。（人民日报记者郑琪）转发理由:丧事喜办//@傻必:如果特朗普把苗头早早对准美国疫情，而不是一再的摸黑中国，也许现状会好的多吧。",2020-04-11 07:15:00,"可爱性感娇萌Amandine",NA,"梦想是成为讲故事的人。",NA,481,"未开通",NA,NA,186,877,"女","穿衣美容,美食,星座命理","其他",NA,NA,"5653d63db8c1f24e",1587884350,0,0,0,"ICM5orHYZ",NA,"1995-03-06"
"1147","w_87206","原油走出一周低谷终结两连阴，美油重上40美元；疫苗和刺激僵局双重打击，欧美股市跌落近月高位  昨夜今晨，IMF预测，2020年全球GDP萎缩4.4%，美国GDP萎缩4.3%，欧元区GDP萎缩8.3%。受此消息影响，黄金、白银暴跌，国际黄金期价跌近2%，失守1900美元关口，白银期价跌逾4%。  特朗普和共和党在刺激方案谈判中出现分歧，其在推文中敦促达成大规模协议，但据悉很难在共和党内赢得支持。与此同时，众议长佩洛西敦促白宫修改1.8万亿美元的刺激方案  英国脱欧贸易谈判进展缓慢，与欧盟相互指责。英国首相约翰逊对内阁称，英国“准备好也愿意”在无贸易协议情况下脱欧。欧盟领导人本周将讨论应急计划，以防与英国谈判破裂  欧盟和英国官员在本周一个关键的最后期限来临之前未能达成妥协，且英国和西欧新冠病例激增。美元普遍走高  能源：原油价格上涨，之前数据显示中国原油进口量增加，表明需求增强，不过美国财政刺激措施的不确定性抑制了价格涨幅  金属：金价连续第二日下跌，此前已连续两周上涨。铜价下跌，因强生疫苗试验暂停的消息打压了风险偏好，抵消中国强劲需求迹象的影响  摩根大通：英国与欧盟仍有可能达成协议 目前尚未有报道指出英国首相约翰逊威胁要在最近几天与欧盟各领导人进行的讨论中退出谈判。由于欧洲理事会原定于12月10日举行会议，因此预计届时将有迹象表明，理事会将准备在此之前召开一次特别会议，同意达成一项协议。 而我们依旧认为，达成协议的可能性更大，大约有三分之二的机率达成协议。  IMF：美国经济两到三年才能恢复到疫前水平 在IMF最新世界经济展望报告发布会上，第一财经驻美记者葛唯尔提问美国经济对全球经济复苏有怎样的作用。IMF首席经济学家兼研究部主任Gita  Gopinath回答道，尽管美国有部分复苏，IMF的预测仍然是-4.3%的负增长，可能需要更多时间，到2021或者2022年才能够恢复到疫情前水平。她还提到，希望美联储提供更多支持，来帮助稳定国际金融市场。  中钢协：2020年10月上旬钢铁企业生产与库存情况 2020年10月上旬，重点统计钢铁企业共生产粗钢2170.32万吨、生铁1922.45万吨、钢材206.83万吨、焦炭323.09万吨。本旬平均日产，粗钢217.03万吨，环比下降0.84%、同比增长14.90%；生铁192.25万吨，环比增长1.08%、同比增长12.31%；钢材203.68万吨，环比下降8.05%、同比增长14.51%。  10月12日，《悉尼先驱晨报》上出现这样一则传闻：目前中国的国有能源企业和钢铁厂都已经接到了官方的口头通知，让它们暂停从澳大利亚进口煤炭。  10月13日，国务院新闻办举行新闻发布会介绍2020年前三季度进出口情况。发布会上，有外媒记者提问，据报道，中国海关部门告知一些工厂停止进口澳大利亚的煤炭，这是否是中方政策的正式调整？  对此，海关总署新闻发言人、统计分析司司长李魁文回应，中国海关将进一步加强对相关产品的进口监管，有关情况请向主管部门询问。  李魁文在发布会上介绍，前三季度，中澳贸易总值8597.3亿元人民币，同比下降1.1%，占同期我国进出口总值的1.1%。其中对澳出口2589.5亿元，增长9.5%；自澳进口6007.8亿元，下降5.1%。  从主要贸易商品看，前三季度中国对澳大利亚出口主要商品为机电产品、劳动密集型产品，占出口值的75.7%；自澳大利亚进口的主要商品为铁矿砂、天然气和煤，占进口值的76.4%。  本周二，国内黑色系商品期货走势出现分化。受禁止澳煤进口消息刺激，焦煤、焦炭大涨，螺卷基本持平，铁矿出现较大幅度下跌。  日前，唐山发文要求进一步加强大气污染防治，唐银、唐山建龙、新宝泰、荣程特钢、轧一钢铁5大钢厂将停产，其余28家钢厂未来6个月将限产。  今年作为蓝天保卫战收官之年，秋冬季大气污染治理仍是重点任务目标，生态环境部日前发布《生态环境部关于扎实做好重污染天气重点行业绩效分级有关工作的通知》，北方多省市陆续发布秋冬限产方案，山东、山西部分城市发布重污染天气预警，10月秋冬限产大幕已经拉开。从多地发布的限产文件来看，今年限产时间与去年相当，限产目标相对明确，部分地区限产比例有所下降，执行效果仍待观察。鉴于今年粗钢产量持续创新高，随着秋冬限产执行，一定程度上将制约钢厂生产规模。但随着近期成材价格反弹，钢厂利润回升，10月增产动力转强，依靠环保限产来降低产量空间相对有限。  “根据文件粗算，预计影响产能约6万吨/天，低于2019年名义限产量（2019年10.1—11.15计划减产量约14万吨/天，11.15—3.15计划减量约7.8万吨/天），但2020年利润偏低于往年，执行力有望高于往年。”  成材端目前表现为弱现实与强预期的博弈，呈现反套格局，当下的主要矛盾在于供应过高，而10月以后进口效应减弱，叠加环保加强，供应有环比改善预期，也符合冬季特征。相反地，原料端表现为强现实与弱预期的博弈，呈现出正套格局。十一假期后铁水产量未出现明显下降，原料直接需求仍强劲，但在限产大背景下，后期需求将环比转弱。  事实上，国庆假期后，黑色产业链品种价格均出现大幅的反弹。虽然节后各地开始陆续公布今年秋冬季环保限产相关的政策，环保限产本身对于市场的影响权重在逐渐下降。  “从目前公布的文件以及钢厂近年来环保设备的投入看，今年采暖季限产影响的理论产量可能不及去年的水平；另外，从今年钢材产量的变化看，钢厂调节产量的灵活性也较过去几年有很明显的提升，因此铁水产量受限产政策影响的幅度并不会很大。同时，从原料的需求角度看，虽然节前补库带动钢厂铁矿库存大幅增加，而假期后钢厂的矿石库存则出现了明显的消化，港口疏港量也回升至前期高点的水平，也意味着钢厂的生产意愿和强度依然很高。需求的旺盛也是原料端价格强于成材的主要原因。采暖季限产难以从根本上解决钢材高产量和原料高需求的矛盾。  铁矿石方面，8月以来铁矿供需两端持续出现边际上的缓解，外矿发运的回升叠加上国内卸港的加速使得供应环境有明显宽松。同时，钢厂利润情况不佳铁水产量阶段性见顶，导致了铁矿石港口库存的持续积累。这种边际上的缓解更多体现的是超低水平的库存回补，虽然可能会制约铁矿石进一步突破前高的动力，但也不代表铁矿石能够出现趋势性的下跌，也就是说铁矿石供需正处于向平稳过渡的过程中，难以积累较为深刻的矛盾，出现趋势性走势的动力不强。",2020-10-14 08:27:00,"期货修道院","财经博主","追求真实透明，传播健康交易理念。放弃主观，遵循客观， 顺应趋势，简单照做，重在执行， 耐心是金，时间复利，大道至简，知行合一。","东城区",5939,"4级","V","celebrity",29659,100,"男","哲学爱好者,铁矿石,原油期货","北京",NA,"异性恋","c68b4fff08178ec5",1609125959,1,0,0,NA,NA,"天秤座"
"1148","w_71729","#美国疫情# 特朗普：当我看到新冠病毒大流行在全世界蔓延，包括它对美国造成的巨大破坏时，我对中国越来越生气。人们可以看到它，而我可以感觉到它！ 美国·华盛顿 转发理由:Who cares. Fuck off trump!",2020-07-01 12:11:00,"popolymer",NA,NA,"东城区",394,"6级",NA,NA,1471,373,"女",NA,"北京",NA,NA,"105c570c78375ddb",1609046820,0,0,0,"J99X6cpw1",NA,NA
"1149","w_58206","报应来的太快！蓬佩奥遭到清算，特朗普却见死不救，白宫开始“丢车保帅”！  美国疫情早已是全世界最严重的国家，但白宫的政客们不断摆脱自己的责任，妄想通过制造矛盾冲突的方法转移公众的视线。这其中最有代表性的就是特朗普和蓬佩奥了，他们不断朝中国泼脏水，，显然是在将原本属于美国的责任推卸到中国身上。  而最近彭佩奥的言论也引起社会各界强烈的不满，很多人把他称作人类的公敌，这样的称呼足以看出人们对于他的愤怒以及失望。作为美国的国务卿，蓬佩奥在上任期间非但没有对美国做出足够贡献，反而不断挑起争端，让各国的关系不断僵化，这样的做法会让国际形势变得更加混乱。从现在的情况来看，蓬佩奥的口碑与风评已经一落千丈，很多美国民众对于他已经产生强烈的反感，并且掀起很大的争论与批评。  现在蓬佩奥的报应来了，由于很多民众认为蓬佩奥在任期间存在非常严重的失职行为，近日美国众议院打算于近期对蓬佩奥启动正式的调查程序。然而面对这样的情况，特朗普似乎并没有相关表态，反而态度非常冷漠。  很多人认为调查蓬佩奥是为了转移大部分美国人的视线，从而让民众忽视特朗普的失职行为，最终蓬佩奥肯定是特朗普的替罪羊，丢车保帅。因此从这个角度来看，特朗普这样的态度就显得合情合理了。对此，你如何看待？（这车好不好）  #顺丰回应送外卖##美国疫情##关注新冠肺炎#",2020-05-12 07:15:00,"开奔接你去315",NA,"1，老鼠嘲笑猫的时候，身旁必有一个洞。2，站在山顶和站在山脚下的两人，虽然地位不同，但在对方眼里，同样的渺小。","东城区",4631,"未开通",NA,NA,290,2124,"男",NA,"北京",NA,NA,"9f47ffe0a6ef4f54",1608719844,2,0,0,NA,NA,"0001-00-00"
"1150","w_71430","#把中国留学生当“间谍”，特朗普政府目光太短浅# 自上世纪七十年代中美建交以来，尽管中美两国关系经历多次波浪，但中美两国之间科技人才的交流从未中断，既对两国的科技创新形成智力驱动，为双方在教育与科技领域带来合作互利互赢的局面，也让两国关系多了一层斗而不破的安全边界。  然而，近两年特朗普政府不断以国家安全的名义，将中国留学生与在美华裔科学家群体视为盗窃美国科技知识的“间谍”，错误地阻碍中美科技人才交流。今年特朗普政府愈加严苛地调查与中国进行合作研究的在美华裔科学家，限制赴美学习高科技领域知识的中国学生与访问学者的签证，使中美两国多年来平稳进行的科技交流与合作面临空前困难，甚有可能中断的危险，引发中美两国教育界、科技界以及国际社会的关注与担忧。  面对特朗普政府的短视行为，中国可继续保持开放的视野与胸怀，继续推动中美之间教育科技人才的正常交流，同时借鉴国际科技人才交流的历史经验，抓住机遇，努力培养中国自己的高科技人才的同时，致力于提升中国对全球科技人才的吸引力。 一、中美科技人才交流面临“被政治化”的挑战  作为对中国战略施压的其中一环，特朗普政府正试图通过限制科技领域的中国留学生，以及调查并威恐吓与中国有联系的科学家，来阻挡正常的中美科技人才交流，进而“釜底抽薪”式地“脱钩”中美两国的科技合作。  今年5月29日，美国白宫网站发布了一则题为《关于暂停部分中华人民共和国留学生和研究人员以非移民身份入境的公告》的公告，公告中称美国将从6月1日起，暂停参与“军民融合战略”（简称MCF）的中国研究生和学者入境美国，包括持F签（学生）和J签（访问学者）的研究生（硕士和博士）、博士后、访问学者，但不包括本科生。同时污蔑中国政府通过留学生窃取美国敏感技术和知识产权，威胁到了美国的国家安全。在此之前，美国曾将中国的13所大学列入美国商务部的“实体清单”。  而曾推动中美科技交流的美国华裔科学家的处境则迅速恶化。据科学新闻（Science News）报道，当地时间6月12日，美国国立卫生研究院（NIH）负责人迈克.劳尔（Michael Lauer）在远程会议上的文件披露，NIH对87个研究机构的189名科学家展开了调查。在这项于 2018 年 8 月启动的调查中，总计有399名科学家被列为“存疑”（possible concern），其中251名科学家的调查结果是“正面的”，76名被认为是“负面的”，而其余72人“待定”。目前该调查已经导致多位知名科学家被起诉，已有50多位在美学者因与中国关系被解雇或辞职，且案件呈愈发密集的趋势。继5月上旬三宗华裔科学家被调查或宣判的案例后，当地时间6月9日，美国司法部又宣布哈佛大学前化学系主任 、美国五院院士、中国科学院外籍院士查尔斯·李波（Charles M.Lieber）因涉嫌在参与武汉理工大学人才计划问题上“欺骗政府”而被正式起诉。  另据Science News的信息，目前美国国会正在审议几项法案，以限制科学人才从中国进入美国，以及限制获得联邦资助、与尖端技术和新兴产业相关的研究的途径。中美两国正常的科技人才交流显然已经被特朗普政府政治化。出于打压中国科技发展的目的，它不仅将莫须有的“间谍”罪名加注在中国学者和留学生身上，更将两国间早前正常科技交流搞成对科学家的政治化迫害，所实施的各种打压措施对华裔科学家尤其不公。它导致发端于上世纪末针对在美华裔科学家的“华人间谍威胁论”又被炒成热点，让那些正在高科技领域为美国服务的华裔科技人士遭遇普遍歧视与心理创伤。涉及调查的华裔科学家更是或被提起诉讼，或遭受名誉损失，或被解雇辞职，毕生奋斗的科研事业遭到沉重打击。 二、中美科技人才交流史显示美国是更大受益方  中美人才交流源远流长，为两国带来了人才和科技的积累，梳理两国的人才交流历程，能够更加深刻地认识到科技人才交流对于两个大国自身发展有益，而作为人才吸纳国的美国甚至是更大的受益方。  首先，美国从吸纳全球移民科技人才中获益。美国制定的移民政策有利于其长期吸引全球科技人才移民至美国服务，主要体现在它在不同历史阶段根据吸引科技人才的需求，有针对性地调整了移民政策。美国在先后在1952年、1965年和1990年调整了移民法案中关于人才引进的政策：1952年规定半数移民配额将用于美国急需的人才；1965年提出美国急需人才将被优先考虑；1990年将技术移民配额由12万提升至14万，并设立H-1B签证用于满足人才引进需要。美国还通过与与他国签订科技合作协议，以及跨国公司在全球设立办事处和工厂等方式，搭建起国际合作平台，网罗包括中国在内的全球精英。通过这些政策，美国吸纳到部分来自包括中国在内的全球高科技移民人才。而正是这些来自全球的科技精英人才帮助美国科技创新长盛不衰。据统计，2000~2017年间85位获得诺贝尔物理学、化学和医学奖的美国人中，有33位都是来自外国的移民，2009年的数据显示美国有25%的专利申请者是移民，并且14%的专利持有者是印度裔和华裔。移民科技人才不仅直接为美国带来科学、技术、工程、数学等专业领域人才储备、知识与技术，帮助后者扩大了其在科技领域的世界领先优势，而且通过在美创立科技公司等方式增加了就业岗位，促进美国经济的发展。  其次，美国从吸引全球优秀留学生中获益。美国高等教育成功吸引并选拔包括中国在内的全球留学生。美国作为全球教育强国，充分发挥利用其在教育领域的国际话语权，并结合自身雄厚的经济实力，将其教育优势最大化。例如，通过“富布赖特计划”等向留学生提供丰厚的奖学金，为亚非拉国家学生提供“教育援助”，吸引世界范围内的优秀学生赴美求学。自1980年以来，中国留美学生赴美人数亦持续增长，根据美国国际教育协会的统计，中国留美学生从1980年的2，770人到2016年达到350,755人。在美国大学学习的专业主要集中在科学，技术，工程与数学（STEM）以及工商管理专业。另据美国移民政策研究所的分析统计，在2016财政年度，在美国移民局批准的345,000份H1-B签证中，9%是中国籍的留学生。根据2019-2020年度美国的《门户开放报告》公布的数据，目前在美中国留学生已达到37万人，占全美留学生总数的三分之一，是目前美国最大的留学生来源。他们多数就读于经管、工程、数学、计算机科学、物理、生命科学等专业。 第三，多项数据皆可表明，美国在中美人才和科技交流合作中是更大受益方，获得了更丰硕成果。历史上中美之间的科技人才交流的流向，主要是美国长期吸纳中国最优秀大脑，后者则成为美国保持科技创新的驱动力。留学生群体中相当比例的优秀分子毕业后直接落地服务于美国科技界，也成为促进两国人文与科技交流的另一渠道。在人才贡献方面，2009年统计数据显示，有89%的在美中国博士毕业生选择毕业5年内留美发展，高于同期各国留学生的62%。在科研合作方面，中美科学家在2000~2010年间合作发表8万篇论文，是同期中日科学家合作发表数量的两倍多。据2017年的统计数据显示，美国少数族裔高校教授中11%为亚裔，排在少数族裔之首，并且这11%中华人数量最多。美国《科学》杂志也披露，当前美国约8%的博士学位颁发给中国留学生。每年数万赴美中国留学生不仅为美国提供了人才资源，仅每年缴纳的高于本地学生一倍的数万美元的学费可以为美国带来数百亿美元的经济效益，成为了美国高校的一项重要的财政资金来源。据美国哈佛大学教授克尔(William R. Kerr) 的近年研究统计，在美国超过10%的创新是由拥有华裔背景的科学家完成的，在美国人工智能领域的科学家大多数是来自中国的移民。迄今已有7位美籍华裔科学家获得诺贝尔奖。",2020-06-26 11:13:00,"亚太日报APD","亞太日報官方微博","亞太地區經濟、文化高端全媒體平臺，聚焦亞太資訊，播報環球信息。World Local News，見證發展，領略精彩。","中西区",13014,"6级","V","org",1215376,233,"男","亚太区传播平台,新媒体,新华社","香港",NA,NA,"b41629c25ac6f82a",1609157718,0,0,0,NA,NA,NA
"1151","w_73539","【今日新闻】7月19日，每天一分钟，早报知天下！农历五月廿九，星期日。微信公众号：thrg_edu, 微信服务号：WHKFCC 1、7月18日，乌鲁木齐宣布进入疫情防控“战时状态”，停办各类聚集性活动，对社区实行封闭式管理； 2、湖北：恢复经营跨省团队旅游及“机票+酒店”业务 开放旅游景区室内场所； 3、农业农村部：6月末全国能繁母猪存栏3629万头，同比首次由负转正； 4、江苏靖江通报“高一期末试卷泄露”：系工作人员偷拆试卷袋 目前公安机关正在侦查中； 5、农业农村部：对海参养殖违规用药、售药行为拉网式清查； 6、微博：积极响应国家网信办通知要求，将重点整治诱导未成年人无底线追星、饭圈互撕等行为； 7、香港：一只混种短毛猫粪便验出新冠病毒 或为香港第4只染疫宠物； 8、澳门：7月19日6时起，取消内地外雇入澳隔离措施； 9、伊朗总统鲁哈尼：据估算，伊朗约有2500万人感染新冠； 10、IMF：受疫情重创经济活动影响，预计美国经济二季度萎缩37%，全年萎缩6.6%； 11、俄联邦安全局17日证实，挫败一起恐袭阴谋 一人被捕 嫌疑人来自中亚地区； 12、7月18日，法国南特圣皮埃尔与圣保罗大教堂遭遇大火，约百名消防员正扑救 起火原因不明； 13、美威胁制裁“北溪-2”企业后，欧盟表示对美制裁深表关切 指实施域外制裁违反国际法； 14、美媒：特朗普曾下密令网络攻击 目标直指中俄伊朝，至少进行了12次攻击行动； 15、英媒：怕特朗普限制出口，英国将不在美国生产新冠疫苗；截至7月18日19时，中国以外累计确诊超1413万例，累计死亡超59.5万例。美国累计超377万，累计死亡超14.2万。巴西确诊超204万。印度确诊超104万； 【微语】一切的曾经都是过往，醒来时便是开始。 【网课报名】http://t.cn/A6ypUZ7i",2020-07-19 10:31:00,"功夫汉语KFCC",NA,"功夫汉语（Kung Fu Chinese Culture）传统文化传播平台简称功夫汉语（KFCC），以是以推广汉语教学及中国功夫等传统文化为核心的品牌。","武汉",327,"未开通",NA,NA,58,87,"女","校园生活,音乐,健康","湖北",NA,NA,"da87e505e3b4ea83",1607942834,1,0,0,NA,NA,"2017-01-19"
"1152","w_6790","所有Trump、蓬胖和官僚主义同路人（官僚主义不分中美，都是人类文明的癌细胞）：  1、抗疫最重要的是科学精神，而不是意识形态  2、抗疫最需要的是社会治理，而不是隔空骂街  3、这场战争的敌人是病毒，而不是中国人  如果要互相丢shit，那就失去客观讨论的意义了，反正都是bullshit，那我们就开足马力说病毒是军运会的时候美国人带过来的好了。还有什么意义……  中国使用美国当年打赢二战的方法，已经快要战胜病毒了。然而过去75年，美国人已经忘记自己是怎么打赢二战的了。转发理由:转移矛盾的口水战没什么实际意义，希望海外华人保护好自己",2020-03-17 11:22:00,"把球给我我要回村",NA,"成长是一个人的盛宴。","南通",189,"未开通",NA,NA,99,82,"男",NA,"江苏",NA,NA,"238512a7960232e4",1590281237,1,0,0,"IyZH4nJXd",NA,"1995-12-17"
"1153","w_43812","美国联邦政府对华态度过于恶劣，从特朗普总统到主要内阁高官不断强化对中国的诬陷和攻讦，中国有必要采取必要行动，表达我们的强烈不满。 老胡建议，中国要把同美国的抗疫合作重点放到加强与各州的纽带上去，冷落美国联邦政府。具体说来，就是在美方对华采购紧急医疗物资方面，优先满足各州的订单，后置隶属于美国国土安全部的联邦紧急事务管理局（FEMA）的订单。这对特朗普政府来说是一份代价。  目前FEMA不断被爆出与美国各州抢海外医疗物资的订单，而且多次把各州的订单劫走，已在美国引起广泛不满。除了纽约州州长科莫上个月公开指责FEMA与各州抢货，美国全国公共广播电台在一篇最新报道中，也列数了一些州对FEMA的抱怨和愤怒。  不能让华盛顿觉得中国好欺负，他们要大选，就把中国当成转移国内愤怒的靶子肆意放箭。中国将紧缺的医疗物资首先满足各州的需求，不会减少对美出口总量，不过这样的供货顺序变化就可以让华盛顿感受到中国的脾气。中国将继续对美实行人道主义的合作，但华盛顿搞出的破坏合作的那些言行我们不能听之任之，我们需要用行动展示自己的态度。  华盛顿已经这样了，我们无需按照过去的对美思维自缚手脚。让他们折腾去，让他们搞“脱钩”去，中国在这个世界上的地位和作用是凭实力建立起来的，看华盛顿到底有多大的本事，能奈我何。转发理由:好主意，就是不知道能不能执行",2020-04-19 00:36:00,"玮Nicarol",NA,"人生若无悔，那该多无趣！","东莞",4076,"未开通",NA,NA,769,588,"男","小米,汽车,出版发行","广东",NA,NA,"6855b8dc988688e6",1590815258,0,0,0,"IDWEMk2JD",NA,"巨蟹座"
